CAS,refid,ref,hcdat_raw
36810-90-9,128872,"Hirashima, Akinori; Yoshii, Yutaka; Eto, Morifusa Bioscience, Biotechnology, and Biochemistry, 1992 , vol. 56, # 7 p. 1062 - 1065","[{""casId"": ""64221-15-4"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""36810-90-9"", ""ZWM"": ""3-异硫氰酸吡啶甲酯氢溴酸"", ""img"": ""https://image.chemsrc.com/caspic/364/36810-90-9.png"", ""href"": ""/cas/36810-90-9_328.html""}]"
202591-85-3,28329,"Vigroux, Alain; Bergon, Michel; Zedde, Chantal Journal of Medicinal Chemistry, 1995 , vol. 38, # 20 p. 3983 - 3994","[{""casId"": ""75-44-5"", ""ZWM"": ""光气"", ""img"": ""https://image.chemsrc.com/caspic/403/75-44-5.png"", ""href"": ""/cas/75-44-5_237956.html""}, {""casId"": ""764-01-2"", ""ZWM"": ""2-丁炔-1-醇"", ""img"": ""https://image.chemsrc.com/caspic/434/764-01-2.png"", ""href"": ""/cas/764-01-2_1185398.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""202591-85-3"", ""ZWM"": ""2-丁炔-1-基氯甲酸酯"", ""img"": ""https://image.chemsrc.com/caspic/007/202591-85-3.png"", ""href"": ""/cas/202591-85-3_329.html""}]"
202591-85-3,87516,"Ramesh, Ramapanicker; Chandrasekaran, Yogesh; Megha, Rajendran; Chandrasekaran, Srinivasan Tetrahedron, 2007 , vol. 63, # 37 p. 9153 - 9162","[{""casId"": ""764-01-2"", ""ZWM"": ""2-丁炔-1-醇"", ""img"": ""https://image.chemsrc.com/caspic/434/764-01-2.png"", ""href"": ""/cas/764-01-2_1185398.html""}, {""casId"": ""32315-10-9"", ""ZWM"": ""三光气"", ""img"": ""https://image.chemsrc.com/caspic/468/32315-10-9.png"", ""href"": ""/cas/32315-10-9_1094283.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""202591-85-3"", ""ZWM"": ""2-丁炔-1-基氯甲酸酯"", ""img"": ""https://image.chemsrc.com/caspic/007/202591-85-3.png"", ""href"": ""/cas/202591-85-3_329.html""}]"
66270-36-8,487218,"Eckert,H. et al. Angewandte Chemie, 1978 , vol. 90, p. 388 - 389","[{""casId"": ""75-44-5"", ""ZWM"": ""光气"", ""img"": ""https://image.chemsrc.com/caspic/403/75-44-5.png"", ""href"": ""/cas/75-44-5_237956.html""}, {""casId"": ""57-15-8"", ""ZWM"": ""三氯叔丁醇"", ""img"": ""https://image.chemsrc.com/caspic/230/57-15-8.png"", ""href"": ""/cas/57-15-8_34027.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""66270-36-8"", ""ZWM"": ""2,2,2-三氯-1,1-二甲基乙基氯甲酸酯"", ""img"": ""https://image.chemsrc.com/caspic/240/66270-36-8.png"", ""href"": ""/cas/66270-36-8_330.html""}]"
66270-36-8,0,"Eckert, Heiner; Forster, Barbara Angewandte Chemie, 1987 , vol. 99, # 9 p. 922 - 923","[{""casId"": ""32315-10-9"", ""ZWM"": ""三光气"", ""img"": ""https://image.chemsrc.com/caspic/468/32315-10-9.png"", ""href"": ""/cas/32315-10-9_1094283.html""}, {""casId"": ""57-15-8"", ""ZWM"": ""三氯叔丁醇"", ""img"": ""https://image.chemsrc.com/caspic/230/57-15-8.png"", ""href"": ""/cas/57-15-8_34027.html""}, {""casId"": """", ""ZWM"": ""~88%"", ""img"": """", ""href"": """"}, {""casId"": ""66270-36-8"", ""ZWM"": ""2,2,2-三氯-1,1-二甲基乙基氯甲酸酯"", ""img"": ""https://image.chemsrc.com/caspic/240/66270-36-8.png"", ""href"": ""/cas/66270-36-8_330.html""}]"
66270-36-8,0,"Kamimura, Takashi; Masegi, Tsukio; Urakami, Ken-ichi; Honda, Shinkichi; Sekine, Mitsuo; Hata, Tsujiaki Chemistry Letters, 1983 , p. 1051 - 1054","[{""casId"": ""86964-74-1"", ""ZWM"": ""(2R,3R,4R,5R)-2-(2,4-dioxo-3-(((1,1,1-trichloro-2-methylpropan-2-yl)oxy)carbonyl)-3,4-dihydropyrimidin-1(2H)-yl)-5-((trityloxy)methyl)tetrahydrofuran-3,4-diyl diacetate"", ""img"": ""https://image.chemsrc.com/caspic/141/86964-74-1.png"", ""href"": ""/cas/86964-74-1_824254.html""}, {""casId"": """", ""ZWM"": ""~4%"", ""img"": """", ""href"": """"}, {""casId"": ""66270-36-8"", ""ZWM"": ""2,2,2-三氯-1,1-二甲基乙基氯甲酸酯"", ""img"": ""https://image.chemsrc.com/caspic/240/66270-36-8.png"", ""href"": ""/cas/66270-36-8_330.html""}]"
52190-35-9,0,"Matsugi; Murata; Gotanda; Nambu; Anilkumar; Matsumoto; Kita Journal of Organic Chemistry, 2001 , vol. 66, # 7 p. 2434 - 2441","[{""casId"": ""6651-36-1"", ""ZWM"": ""1-环己烯氧基三甲基硅烷"", ""img"": ""https://image.chemsrc.com/caspic/244/6651-36-1.png"", ""href"": ""/cas/6651-36-1_1096489.html""}, {""casId"": ""194720-40-6"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}, {""casId"": """", ""ZWM"": ""~96%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,0,"Trost, Barry M.; Shibata, Tohru; Martin, Steven J. Journal of the American Chemical Society, 1982 , vol. 104, # 11 p. 3228 - 3230","[{""casId"": ""5799-67-7"", ""ZWM"": ""二甲基(甲硫代)锍四氟硼酸盐"", ""img"": ""https://image.chemsrc.com/caspic/222/5799-67-7.png"", ""href"": ""/cas/5799-67-7_1106372.html""}, {""casId"": ""110-83-8"", ""ZWM"": ""环己烯"", ""img"": ""https://image.chemsrc.com/caspic/355/110-83-8.png"", ""href"": ""/cas/110-83-8_584392.html""}, {""casId"": """", ""ZWM"": ""~74%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,158535,"Youn, Joo-Hack; Herrmann, Rudolf; Ugi, Ivar Synthesis, 1987 , # 2 p. 159 - 161","[{""casId"": ""110466-28-9"", ""ZWM"": ""N-(2-(methylthio)cyclohexylidene)cyclohexanamine"", ""img"": ""https://image.chemsrc.com/caspic/011/110466-28-9.png"", ""href"": ""/cas/110466-28-9_883114.html""}, {""casId"": """", ""ZWM"": ""~94%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,0,"Clariant International Ltd. Patent: EP1033624 A1, 2000 ;","[{""casId"": ""542-18-7"", ""ZWM"": ""氯代环己烷"", ""img"": ""https://image.chemsrc.com/caspic/419/542-18-7.png"", ""href"": ""/cas/542-18-7_829856.html""}, {""casId"": ""5188-07-8"", ""ZWM"": ""甲硫醇钠"", ""img"": ""https://image.chemsrc.com/caspic/227/5188-07-8.png"", ""href"": ""/cas/5188-07-8_511970.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,36155,"Gregoire, Brigitte; Carre, Marie-Christiane; Caubere, Paul Journal of Organic Chemistry, 1986 , vol. 51, # 9 p. 1419 - 1427","[{""casId"": ""624-92-0"", ""ZWM"": ""二甲基二硫醚"", ""img"": ""https://image.chemsrc.com/caspic/249/624-92-0.png"", ""href"": ""/cas/624-92-0_1028175.html""}, {""casId"": ""108-94-1"", ""ZWM"": ""环己酮"", ""img"": ""https://image.chemsrc.com/caspic/127/108-94-1.png"", ""href"": ""/cas/108-94-1_246547.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,0,"Trofimov, B. A.; Mikhaleva, A. I.; Petrova, O. V.; Sigalov, M. V.; Kalinina, N. A. Journal of Organic Chemistry USSR (English Translation), 1986 , vol. 22, # 11 p. 2211 - 2212 Zhurnal Organicheskoi Khimii, 1986 , vol. 22, # 11 p. 2461 - 2462","[{""casId"": ""108-94-1"", ""ZWM"": ""环己酮"", ""img"": ""https://image.chemsrc.com/caspic/127/108-94-1.png"", ""href"": ""/cas/108-94-1_246547.html""}, {""casId"": ""67-68-5"", ""ZWM"": ""二甲基亚砜"", ""img"": ""https://image.chemsrc.com/caspic/450/67-68-5.png"", ""href"": ""/cas/67-68-5_752644.html""}, {""casId"": """", ""ZWM"": ""~10%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}, {""casId"": ""4065-80-9"", ""ZWM"": ""Cyclohexanol,2-methylene-"", ""img"": ""https://image.chemsrc.com/caspic/438/4065-80-9.png"", ""href"": ""/cas/4065-80-9_680768.html""}]"
52190-35-9,158535,"Youn, Joo-Hack; Herrmann, Rudolf; Ugi, Ivar Synthesis, 1987 , # 2 p. 159 - 161","[{""casId"": ""10468-40-3"", ""ZWM"": ""N-Cyclohexylcyclohexylideneamine"", ""img"": ""https://image.chemsrc.com/caspic/372/10468-40-3.png"", ""href"": ""/cas/10468-40-3_732485.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,0,"Tokuda,M. et al. Bulletin of the Chemical Society of Japan, 1978 , vol. 51, p. 905 - 908 Full Text Show Details Truce; Knospe Journal of the American Chemical Society, 1955 , vol. 77, p. 5063,5067 Full Text Show Details Bateman; Shipley Journal of the Chemical Society, 1955 , p. 1996,2002","[{""casId"": ""822-87-7"", ""ZWM"": ""2-氯环己酮"", ""img"": ""https://image.chemsrc.com/caspic/138/822-87-7.png"", ""href"": ""/cas/822-87-7_763138.html""}, {""casId"": ""5188-07-8"", ""ZWM"": ""甲硫醇钠"", ""img"": ""https://image.chemsrc.com/caspic/227/5188-07-8.png"", ""href"": ""/cas/5188-07-8_511970.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,0,"Truce; Knospe Journal of the American Chemical Society, 1955 , vol. 77, p. 5063,5067 Full Text Show Details Bateman; Shipley Journal of the Chemical Society, 1955 , p. 1996,2002","[{""casId"": ""1056477-06-5"", ""ZWM"": ""2-bromo-cyclo-hexanone"", ""img"": ""https://image.chemsrc.com/caspic/423/1056477-06-5.png"", ""href"": ""/cas/1056477-06-5_68624.html""}, {""casId"": ""5188-07-8"", ""ZWM"": ""甲硫醇钠"", ""img"": ""https://image.chemsrc.com/caspic/227/5188-07-8.png"", ""href"": ""/cas/5188-07-8_511970.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,103367,"Gassman,P.G. et al. Journal of the American Chemical Society, 1974 , vol. 96, p. 5495 - 5508","[{""casId"": ""74-93-1"", ""ZWM"": ""甲硫醇"", ""img"": ""https://image.chemsrc.com/caspic/242/74-93-1.png"", ""href"": ""/cas/74-93-1_195668.html""}, {""casId"": ""822-87-7"", ""ZWM"": ""2-氯环己酮"", ""img"": ""https://image.chemsrc.com/caspic/138/822-87-7.png"", ""href"": ""/cas/822-87-7_763138.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,0,"Trofimov, B. A.; Mikhaleva, A. I.; Petrova, O. V.; Sigalov, M. B. Journal of Organic Chemistry USSR (English Translation), 1988 , vol. 24, # 10 p. 1889 - 1894 Zhurnal Organicheskoi Khimii, 1988 , vol. 24, # 10 p. 2095 - 2101","[{""casId"": ""108-94-1"", ""ZWM"": ""环己酮"", ""img"": ""https://image.chemsrc.com/caspic/127/108-94-1.png"", ""href"": ""/cas/108-94-1_246547.html""}, {""casId"": ""67-68-5"", ""ZWM"": ""二甲基亚砜"", ""img"": ""https://image.chemsrc.com/caspic/450/67-68-5.png"", ""href"": ""/cas/67-68-5_752644.html""}, {""casId"": """", ""ZWM"": ""~10%"", ""img"": """", ""href"": """"}, {""casId"": ""1502-22-3"", ""ZWM"": ""2-(1-环己烯基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/041/1502-22-3.png"", ""href"": ""/cas/1502-22-3_1137815.html""}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}, {""casId"": ""4065-80-9"", ""ZWM"": ""Cyclohexanol,2-methylene-"", ""img"": ""https://image.chemsrc.com/caspic/438/4065-80-9.png"", ""href"": ""/cas/4065-80-9_680768.html""}]"
52190-35-9,48204,"Scholz, D. Synthesis, 1983 , # 11 p. 944 - 945","[{""casId"": ""2949-92-0"", ""ZWM"": ""甲基硫代磺酸甲酯"", ""img"": ""https://image.chemsrc.com/caspic/141/2949-92-0.png"", ""href"": ""/cas/2949-92-0_752803.html""}, {""casId"": ""108-94-1"", ""ZWM"": ""环己酮"", ""img"": ""https://image.chemsrc.com/caspic/127/108-94-1.png"", ""href"": ""/cas/108-94-1_246547.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,322082,"Basso; Kaiser; Rittner; Lambert Journal of Organic Chemistry, 1993 , vol. 58, # 27 p. 7865 - 7869","[{""casId"": ""2949-92-0"", ""ZWM"": ""甲基硫代磺酸甲酯"", ""img"": ""https://image.chemsrc.com/caspic/141/2949-92-0.png"", ""href"": ""/cas/2949-92-0_752803.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,288206,"Asinger et al. Justus Liebigs Annalen der Chemie, 1957 , vol. 606, p. 67,73 Justus Liebigs Annalen der Chemie, 1960 , vol. 634, p. 144,156","[{""casId"": ""68134-79-2"", ""ZWM"": ""1,8-二羟基-2,9-二硫环十四烷"", ""img"": ""https://image.chemsrc.com/caspic/492/68134-79-2.png"", ""href"": ""/cas/68134-79-2_589166.html""}, {""casId"": ""77-78-1"", ""ZWM"": ""硫酸二甲酯"", ""img"": ""https://image.chemsrc.com/caspic/418/77-78-1.png"", ""href"": ""/cas/77-78-1_417668.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,48203,"Seebach,D.; Teschner,M. Chemische Berichte, 1976 , vol. 109, p. 1601 - 1616","[{""casId"": ""5813-48-9"", ""ZWM"": ""Methanesulfenic acid chloride"", ""img"": ""https://image.chemsrc.com/caspic/380/5813-48-9.png"", ""href"": ""/cas/5813-48-9_431002.html""}, {""casId"": ""6651-36-1"", ""ZWM"": ""1-环己烯氧基三甲基硅烷"", ""img"": ""https://image.chemsrc.com/caspic/244/6651-36-1.png"", ""href"": ""/cas/6651-36-1_1096489.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
52190-35-9,48203,"Seebach,D.; Teschner,M. Chemische Berichte, 1976 , vol. 109, p. 1601 - 1616","[{""casId"": ""5813-48-9"", ""ZWM"": ""Methanesulfenic acid chloride"", ""img"": ""https://image.chemsrc.com/caspic/380/5813-48-9.png"", ""href"": ""/cas/5813-48-9_431002.html""}, {""casId"": ""108-94-1"", ""ZWM"": ""环己酮"", ""img"": ""https://image.chemsrc.com/caspic/127/108-94-1.png"", ""href"": ""/cas/108-94-1_246547.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""52190-35-9"", ""ZWM"": ""2-(甲硫基)环己酮"", ""img"": ""https://image.chemsrc.com/caspic/072/52190-35-9.png"", ""href"": ""/cas/52190-35-9_331.html""}]"
36913-91-4,487223,"Chemische Berichte, , vol. 105, p. 1465 - 1470","[{""casId"": ""375-73-5"", ""ZWM"": ""全氟-1-丁磺酸"", ""img"": ""https://image.chemsrc.com/caspic/480/375-73-5.png"", ""href"": ""/cas/375-73-5_509088.html""}, {""casId"": """", ""ZWM"": ""~71%"", ""img"": """", ""href"": """"}, {""casId"": ""36913-91-4"", ""ZWM"": ""九氟丁基磺酸酐"", ""img"": ""https://image.chemsrc.com/caspic/312/36913-91-4.png"", ""href"": ""/cas/36913-91-4_332.html""}]"
36913-91-4,0,"Tetrahedron, , vol. 37, p. 487 - 492","[{""casId"": ""79410-60-9"", ""ZWM"": ""nonafluorobutanesulfonic phosphorodifluoridic anhydride"", ""img"": ""https://image.chemsrc.com/caspic/130/79410-60-9.png"", ""href"": ""/cas/79410-60-9_742487.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""40428-32-8"", ""ZWM"": ""diphosphoryl tetrafluoride"", ""img"": ""https://image.chemsrc.com/caspic/065/40428-32-8.png"", ""href"": ""/cas/40428-32-8_1350635.html""}, {""casId"": ""36913-91-4"", ""ZWM"": ""九氟丁基磺酸酐"", ""img"": ""https://image.chemsrc.com/caspic/312/36913-91-4.png"", ""href"": ""/cas/36913-91-4_332.html""}]"
78824-10-9,0,"Heinichen Justus Liebigs Annalen der Chemie, 1889 , vol. 253, p. 285","[{""casId"": ""121-57-3"", ""ZWM"": ""对氨基苯磺酸"", ""img"": ""https://image.chemsrc.com/caspic/357/121-57-3.png"", ""href"": ""/cas/121-57-3_895854.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""78824-10-9"", ""ZWM"": ""3,5-二溴磺胺酸钠盐"", ""img"": ""https://image.chemsrc.com/caspic/171/78824-10-9.png"", ""href"": ""/cas/78824-10-9_333.html""}]"
78824-10-9,2442,"Schmitt Justus Liebigs Annalen der Chemie, 1861 , vol. 120, p. 164 Full Text Show Details Lenz Justus Liebigs Annalen der Chemie, 1876 , vol. 181, p. 25","[{""casId"": ""121-57-3"", ""ZWM"": ""对氨基苯磺酸"", ""img"": ""https://image.chemsrc.com/caspic/357/121-57-3.png"", ""href"": ""/cas/121-57-3_895854.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""147-82-0"", ""ZWM"": ""2,4,6-三溴苯胺"", ""img"": ""https://image.chemsrc.com/caspic/190/147-82-0.png"", ""href"": ""/cas/147-82-0_511072.html""}, {""casId"": ""78824-10-9"", ""ZWM"": ""3,5-二溴磺胺酸钠盐"", ""img"": ""https://image.chemsrc.com/caspic/171/78824-10-9.png"", ""href"": ""/cas/78824-10-9_333.html""}]"
78824-10-9,0,"Zander Justus Liebigs Annalen der Chemie, 1879 , vol. 198, p. 10","[{""casId"": ""137-51-9"", ""ZWM"": ""苯胺-2,4-二磺酸"", ""img"": ""https://image.chemsrc.com/caspic/184/137-51-9.png"", ""href"": ""/cas/137-51-9_583564.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""78824-10-9"", ""ZWM"": ""3,5-二溴磺胺酸钠盐"", ""img"": ""https://image.chemsrc.com/caspic/171/78824-10-9.png"", ""href"": ""/cas/78824-10-9_333.html""}]"
78824-10-9,2444,"Schmitt Justus Liebigs Annalen der Chemie, 1861 , vol. 120, p. 164 Full Text Show Details Lenz Justus Liebigs Annalen der Chemie, 1877 , vol. 184, p. 24","[{""casId"": ""7732-18-5"", ""ZWM"": ""水"", ""img"": ""https://image.chemsrc.com/caspic/249/7732-18-5.png"", ""href"": ""/cas/7732-18-5_895090.html""}, {""casId"": ""7726-95-6"", ""ZWM"": ""溴素"", ""img"": ""https://image.chemsrc.com/caspic/118/7726-95-6.png"", ""href"": ""/cas/7726-95-6_238065.html""}, {""casId"": ""121-57-3"", ""ZWM"": ""对氨基苯磺酸"", ""img"": ""https://image.chemsrc.com/caspic/357/121-57-3.png"", ""href"": ""/cas/121-57-3_895854.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""147-82-0"", ""ZWM"": ""2,4,6-三溴苯胺"", ""img"": ""https://image.chemsrc.com/caspic/190/147-82-0.png"", ""href"": ""/cas/147-82-0_511072.html""}, {""casId"": ""78824-10-9"", ""ZWM"": ""3,5-二溴磺胺酸钠盐"", ""img"": ""https://image.chemsrc.com/caspic/171/78824-10-9.png"", ""href"": ""/cas/78824-10-9_333.html""}]"
78824-10-9,0,"Heinichen Justus Liebigs Annalen der Chemie, 1889 , vol. 253, p. 285","[{""casId"": ""7647-01-0"", ""ZWM"": ""盐酸"", ""img"": ""https://image.chemsrc.com/caspic/327/7647-01-0.png"", ""href"": ""/cas/7647-01-0_81412.html""}, {""casId"": ""56-23-5"", ""ZWM"": ""四氯化碳"", ""img"": ""https://image.chemsrc.com/caspic/445/56-23-5.png"", ""href"": ""/cas/56-23-5_392132.html""}, {""casId"": ""7732-18-5"", ""ZWM"": ""水"", ""img"": ""https://image.chemsrc.com/caspic/249/7732-18-5.png"", ""href"": ""/cas/7732-18-5_895090.html""}, {""casId"": ""7726-95-6"", ""ZWM"": ""溴素"", ""img"": ""https://image.chemsrc.com/caspic/118/7726-95-6.png"", ""href"": ""/cas/7726-95-6_238065.html""}, {""casId"": ""121-57-3"", ""ZWM"": ""对氨基苯磺酸"", ""img"": ""https://image.chemsrc.com/caspic/357/121-57-3.png"", ""href"": ""/cas/121-57-3_895854.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""78824-10-9"", ""ZWM"": ""3,5-二溴磺胺酸钠盐"", ""img"": ""https://image.chemsrc.com/caspic/171/78824-10-9.png"", ""href"": ""/cas/78824-10-9_333.html""}]"
33693-67-3,0,"Cruz-Almanza; Padilla Higareda Synthetic Communications, 1991 , vol. 21, # 8-9 p. 1097 - 1104","[{""casId"": ""1679-47-6"", ""ZWM"": ""ALPHA-甲基-GAMMA-丁内酯"", ""img"": ""https://image.chemsrc.com/caspic/498/1679-47-6.png"", ""href"": ""/cas/1679-47-6_1102666.html""}, {""casId"": """", ""ZWM"": ""~82%"", ""img"": """", ""href"": """"}, {""casId"": ""33693-67-3"", ""ZWM"": ""&alpha;-溴-&alpha;-甲基-&gamma;-丁内酯"", ""img"": ""https://image.chemsrc.com/caspic/240/33693-67-3.png"", ""href"": ""/cas/33693-67-3_334.html""}]"
33693-67-3,0,"Munoz, A. Heber; Tamariz, Joaquin; Jimenez, Rogelio; Mora, Gustavo Garcia de la Journal of Chemical Research, Miniprint, 1993 , # 2 p. 501 - 522","[{""casId"": ""1192-42-3"", ""ZWM"": ""MEVALONATE"", ""img"": ""https://image.chemsrc.com/caspic/412/1192-42-3.png"", ""href"": ""/cas/1192-42-3_356100.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""33693-67-3"", ""ZWM"": ""&alpha;-溴-&alpha;-甲基-&gamma;-丁内酯"", ""img"": ""https://image.chemsrc.com/caspic/240/33693-67-3.png"", ""href"": ""/cas/33693-67-3_334.html""}, {""casId"": ""22122-36-7"", ""ZWM"": ""3-甲基-2-(5H)-呋喃酮"", ""img"": ""https://image.chemsrc.com/caspic/173/22122-36-7.png"", ""href"": ""/cas/22122-36-7_246123.html""}]"
5565-32-2,0,"Pongkittiphan, Veerachai; Theodorakis, Emmanuel A.; Chavasiri, Warinthorn Tetrahedron Letters, 2009 , vol. 50, # 36 p. 5080 - 5082","[{""casId"": ""1873-77-4"", ""ZWM"": ""三(三甲硅基)硅烷"", ""img"": ""https://image.chemsrc.com/caspic/337/1873-77-4.png"", ""href"": ""/cas/1873-77-4_118547.html""}, {""casId"": """", ""ZWM"": ""~99%"", ""img"": """", ""href"": """"}, {""casId"": ""5565-32-2"", ""ZWM"": ""三(三甲基硅)氯硅烷"", ""img"": ""https://image.chemsrc.com/caspic/018/5565-32-2.png"", ""href"": ""/cas/5565-32-2_335.html""}]"
5565-32-2,202406,"Rouquet, Guy; Robert, Frederic; Mereau, Raphael; Castet, Frederic; Landais, Yannick Chemistry - A European Journal, 2011 , vol. 17, # 49 p. 13904 - 13911","[{""casId"": ""98-09-9"", ""ZWM"": ""苯磺酰氯"", ""img"": ""https://image.chemsrc.com/caspic/363/98-09-9.png"", ""href"": ""/cas/98-09-9_441235.html""}, {""casId"": ""182123-92-8"", ""ZWM"": ""(2-methylallyl)tris(trimethylsilyl)silane"", ""img"": ""https://image.chemsrc.com/caspic/322/182123-92-8.png"", ""href"": ""/cas/182123-92-8_1015729.html""}, {""casId"": """", ""ZWM"": ""~0%"", ""img"": """", ""href"": """"}, {""casId"": ""49639-05-6"", ""ZWM"": ""2-methylprop-2-enylsulfonylbenzene"", ""img"": ""https://image.chemsrc.com/caspic/296/49639-05-6.png"", ""href"": ""/cas/49639-05-6_1155788.html""}, {""casId"": ""5565-32-2"", ""ZWM"": ""三(三甲基硅)氯硅烷"", ""img"": ""https://image.chemsrc.com/caspic/018/5565-32-2.png"", ""href"": ""/cas/5565-32-2_335.html""}]"
